76.3165,27.6429
75.7116,28.2522
76.8208,28.1625
75.7475,27.3598
76.8263,28.7511
77.2958,28.4772
76.1015,27.3815
76.3948,28.525
77.4333,27.8922
77.1117,27.6645
76.9495,27.753
76.3714,28.6101
75.5765,28.1981
77.4366,28.81
76.5973,28.0459
77.1988,29.284
76.6269,28.4039
77.4463,27.4836
77.1193,27.5528
75.9898,28.315
76.7614,28.6755
75.9467,28.8178
76.104,28.704
76.5402,29.0699
76.78,28.9063
77.0311,28.4364
75.7341,28.2137
75.7057,28.0455
76.5589,27.8425
76.7238,28.7338
77.0769,29.1168
76.3568,29.0133
77.0476,29.234
75.8404,28.6761
76.5255,28.7641
77.5153,27.8667
76.715,27.811
76.2592,28.9134
77.258,28.1242
75.5572,27.8043
76.2488,27.7677
75.9442,28.7012
76.8894,28.054
77.2109,27.6324
76.7866,27.7597
75.9472,28.0595
77.4353,28.6752
76.434,29.1241
77.1344,27.8536
76.055,27.8452
76.5563,27.4576
76.7932,29.2019
75.5329,29.0953
76.6574,27.7647
76.906,28.2492
76.3406,28.3914
77.2133,27.5164
76.1922,29.198
77.0115,29.0771
76.4267,28.2437
75.9791,29.0207
75.6327,28.3389
76.6335,27.9679
76.5049,29.1759
76.4881,29.0776
75.6976,28.2606
76.4106,29.298
77.3023,28.1396
75.6346,27.7858
76.3099,29.179
77.0542,29.2988
76.6659,29.2505
77.2494,28.8109
76.9677,29.2461
76.2086,29.542
76.7409,29.0211
76.4091,30.2948
76.791,28.7298
75.9009,29.8335
76.8189,28.9186
77.0315,28.6584
77.4082,29.3898
76.3659,28.6656
76.8538,29.2114
76.1375,29.2962
75.8213,30.3254
76.8236,30.3635
76.7664,30.2399
76.4291,29.0634
76.3664,29.3934
77.5824,28.884
77.0046,29.5442
77.1,28.8404
76.7165,29.8128
76.4746,28.8379
76.3747,28.8596
76.3924,29.0419
76.1483,28.3912
76.3903,29.3213
76.7113,28.7757
76.4305,28.4965
77.2842,28.4629
77.3056,28.5318
77.5924,28.5874
77.6649,29.2855
76.1675,29.3339
76.9194,28.779
77.0145,30.2678
77.5797,28.9541
76.8997,30.2592
76.9235,30.3651
77.2103,28.7765
76.8284,29.0571
76.457,29.6869
77.4281,29.2726
76.8223,28.7918
76.694,29.6045
76.9608,29.9171
76.1429,29.7999
77.5813,28.8413
77.1548,29.3077
77.1867,29.3748
75.9619,29.6449
76.4505,29.9287
76.8853,28.81
77.6063,28.8325
76.0043,29.6709
76.9597,28.7184
76.5692,29.9683
77.3189,29.5364
77.3608,28.6702
76.6039,30.1969
77.2307,29.2302
77.0865,30.0544
76.5295,29.9696
77.4464,29.1032
77.2241,30.1265
76.5668,28.5129
77.6151,28.6718
77.3497,29.5342
75.3478,28.3316
76.6349,28.2916
75.5,28.6722
76.1342,30.0786
74.9885,29.4914
75.1978,29.1193
75.0077,28.332
75.3389,29.6045
76.6761,29.8793
75.1785,28.2714
75.5072,29.902
76.3569,29.771
75.7817,29.1913
76.4117,29.4111
75.9019,29.1483
76.4036,28.4351
76.2377,28.1606
76.5161,28.6184
75.7855,29.3046
75.6809,29.9428
74.941,29.2543
75.0527,29.2134
75.1081,29.529
76.4963,28.1828
75.4255,29.114
75.5481,30.0775
76.0431,29.3292
76.2828,28.7416
76.4957,28.3791
76.6573,29.5848
75.5196,29.5028
75.1845,28.3031
75.0407,28.22
75.4489,30.0086
75.837,29.5733
76.6252,28.7346
76.7155,28.4242
76.6327,29.1813
75.9275,29.7152
76.2119,29.6379
75.3463,29.3231
75.5494,29.1512
76.4344,28.8541
75.3313,29.5896
76.3216,28.2823
75.5983,28.6598
75.3695,30.0144
75.7675,29.7086
76.4552,29.6243
75.9866,29.0896
75.3323,29.6638
75.2933,28.8342
75.9201,29.486
75.5288,29.1278
76.674,28.3329
75.8192,29.5468
75.0502,28.7906
75.3449,28.4101
76.4543,28.4395
76.2437,28.402
74.7896,29.1256
76.5289,28.4466
76.0173,30.0627
75.5032,28.3341
76.0466,28.317
76.0828,28.8385
76.4241,28.2184
76.3011,28.6951
76.2981,28.9128
74.8817,29.9053
77.0941,28.1225
