73.955464,20.445053,1,2
70.119065,27.026187,2,1
78.587602,14.779507,0,4
75.324931,27.817836,1,2
64.671633,14.179811,0,3
75.836484,18.951097,5,1
63.623761,18.565661,0,1
82.646306,27.027352,4,7
75.511752,18.350268,5,3
74.847754,11.940062,4,2
65.959766,15.882922,2,6
74.027608,9.578432,1,9
64.650057,19.931869,6,1
70.335108,11.921888,2,8
72.043338,13.43774,7,8
74.87731,19.969093,6,0
65.213575,10.88369,8,4
67.821276,17.029231,8,1
63.631724,28.898148,8,2
69.878595,13.693288,1,2
64.844161,13.143187,1,9
76.59077,21.5655,5,9
74.884243,25.06301,7,5
63.189111,16.251954,4,8
65.114065,16.008783,1,9
81.941553,26.614548,5,4
70.694244,18.327681,3,5
78.481792,19.316939,8,3
75.860376,16.117893,4,3
66.840108,22.425249,7,4
68.451594,14.90058,0,0
67.251793,16.060272,9,3
80.548159,13.083614,9,1
81.094616,26.344555,7,3
67.209273,27.96881,9,4
75.931172,13.740159,9,6
79.031266,9.017865,6,8
64.364959,27.889829,1,4
64.383737,15.242373,7,7
70.788738,23.148244,1,2
73.4756,25.461107,9,8
80.418097,22.982862,0,9
77.010286,20.420586,9,7
80.53465,15.65298,9,0
70.750131,25.477092,1,5
65.155407,27.464676,9,1
79.297172,24.16712,9,2
66.555287,27.640428,9,9
66.770735,24.290221,2,4
77.901792,14.496372,4,8
62.971044,10.543384,3,6
73.587318,9.26662,3,1
82.345079,17.196557,8,6
63.672982,27.202266,0,7
69.830266,17.839247,7,5
66.298405,28.322999,3,6
74.727898,14.553329,6,2
71.881968,14.041035,6,0
65.73783,14.681613,2,9
76.251561,17.895618,8,3
81.927825,20.037747,2,3
78.265591,27.975851,4,8
64.31559,21.661687,7,7
65.820154,21.703897,7,3
64.073274,26.504777,9,6
66.254027,14.572615,7,9
69.013183,12.839231,0,3
82.629961,26.194336,0,1
81.476534,26.882306,5,2
81.829937,28.001564,7,9
77.746209,11.387975,0,4
72.75116,9.080606,0,0
78.106969,15.656193,7,6
76.190989,15.650648,2,0
71.719236,11.175674,6,2
78.984122,17.745332,0,3
65.282124,16.840286,1,0
63.116497,16.200469,9,1
80.090504,22.906755,1,8
81.051261,11.074195,5,2
73.814444,19.389298,2,1
78.117118,18.710615,5,4
82.601095,18.392576,4,8
78.689481,26.091383,2,7
77.528356,10.24343,0,7
73.807961,22.794201,8,6
