78.105,29.63,1
76.267,27.8258,0
77.818,27.9352,0
76.9708,28.2722,1
76.7874,28.3854,1
77.9311,28.7029,0
76.2671,28.1478,0
77.4958,28.6697,1
76.3998,28.2402,1
78.028,27.8513,0
77.1071,29.2371,1
76.2798,28.2328,1
77.386,29.2516,1
76.6935,27.7795,1
77.6799,28.4159,0
77.4985,28.9555,1
77.7249,29.5356,0
78.206,28.6597,1
76.4996,28.498,1
77.612,28.5148,0
77.1594,27.8329,0
77.5454,28.4378,0
76.5114,28.7581,1
77.0377,28.896,0
76.6891,27.9571,1
78.0575,29.4948,0
77.1125,29.5313,0
76.571,29.1206,1
76.2481,27.9332,0
77.5313,29.4842,0
77.1479,27.7072,0
76.5034,28.36,0
76.4786,29.0571,1
76.3638,29.0794,0
77.0899,28.7866,0
78.0926,28.7646,1
77.4578,28.8327,1
77.1956,27.9109,0
77.6463,28.4001,1
76.9464,28.9197,0
78.0182,28.3267,1
76.9764,27.7122,1
76.9674,29.2894,0
77.3217,29.6133,0
76.958,28.1729,1
76.4313,29.5375,1
77.2344,28.2691,0
76.4236,29.1138,1
77.4454,29.4094,0
76.7532,28.9924,0
77.0457,29.6177,0
76.8909,29.4739,1
77.2963,28.8658,0
77.2589,29.1675,1
77.0015,27.8641,0
76.9712,27.7953,1
77.6807,28.5048,0
78.2155,28.8327,1
76.7806,29.6054,0
76.9726,28.772,0
76.9757,29.4138,1
77.7555,28.7371,1
78.0205,27.9768,0
77.2502,27.9201,0
77.8291,28.0648,0
77.8816,29.352,1
77.8002,29.1782,1
76.9238,27.9761,0
77.3147,29.0341,1
77.9957,28.6077,1
76.4973,29.1389,0
78.236,28.5585,0
77.4328,29.565,1
76.8987,28.8802,0
78.0857,28.9518,1
76.8958,29.3987,0
77.4855,27.9085,1
77.0265,27.838,1
77.8156,28.8275,0
77.784,28.7079,0
78.1665,28.9941,1
77.3681,27.7629,0
77.6316,28.4688,0
76.4502,29.1162,1
76.7613,29.0984,1
77.7393,28.9881,1
77.4809,27.9036,0
77.3635,29.3853,1
77.5125,27.8802,0
76.9268,29.2432,0
77.9904,28.964,0
77.0302,27.5986,1
76.6932,28.017,0
76.3142,29.148,0
76.6645,28.9733,1
77.6913,28.9946,0
77.5699,29.4859,1
77.576,28.8631,1
76.6207,28.8526,1
76.4588,29.5445,1
78.2167,27.8198,1
77.697,27.8368,0
77.7066,29.3878,1
78.2191,28.4857,0
78.215,29.3846,0
77.8079,29.4564,1
77.9045,29.0531,0
76.9208,28.9993,0
76.8258,27.7744,1
77.0764,28.8091,1
78.1335,28.641,1
76.6127,29.3066,0
76.7999,28.1233,1
77.8725,29.1206,0
76.8063,29.2896,1
77.9588,28.8434,0
76.7481,28.1833,0
77.9495,27.7813,1
77.8452,29.3288,1
77.8741,27.7476,1
76.9075,28.8323,0
77.3332,28.2668,0
77.0319,29.1346,1
77.667,28.2506,0
77.673,29.2025,0
76.585,28.9137,0
77.2358,28.9222,0
76.412,27.624,1
77.5944,29.0948,1
76.7173,28.2653,1
77.4405,28.9538,0
77.6394,28.4933,0
76.8521,28.706,1
76.7595,27.9152,0
77.9832,28.8166,0
76.4468,29.0707,0
76.5963,28.0794,1
76.7887,27.6216,0
76.2597,28.8444,1
77.5748,28.243,1
78.1802,28.3786,1
77.936,27.6981,1
77.5746,29.4895,1
77.2339,28.8925,1
77.0952,27.9811,0
77.4839,28.3423,1
77.6046,28.2247,0
76.5152,28.2471,0
78.0577,29.3418,1
78.1907,28.8921,1
78.264,27.9639,0
76.3637,28.1407,1
76.6252,29.3158,1
77.8047,29.3206,1
78.0402,28.1553,1
77.2294,28.6418,1
78.1729,29.2844,0
76.8022,28.8911,0
76.5172,28.3279,0
77.8416,28.447,0
76.3106,28.4306,1
77.1258,27.762,0
78.1613,28.3463,1
78.1435,29.0192,0
77.7586,28.3885,1
78.013,28.2187,1
77.281,27.9472,1
76.6114,28.1297,0
77.596,28.3951,1
78.1169,28.2707,0
78.0835,27.6633,1
76.5992,29.3063,0
77.814,29.161,0
77.4655,28.7144,1
76.3081,28.1852,0
76.8604,27.8135,1
77.6157,27.9941,1
76.6667,29.2117,1
76.35,28.024,0
77.7528,28.3804,1
78.0943,28.4965,1
76.4797,28.2718,0
78.0532,28.5436,1
77.5996,28.2818,1
76.744,27.77,0
77.4956,28.7102,0
76.3691,28.8428,0
77.8902,27.6561,0
76.7742,28.8023,1
77.8784,29.2937,1
77.084,27.6125,1
77.7978,29.372,0
77.9149,28.7563,0
76.4887,28.6207,0
76.7211,28.4666,0
76.7282,28.9431,0
77.6163,29.3634,0
77.6739,29.4152,1
77.753,28.3102,0
78.056,28.869,0
78.1646,27.7011,1
77.6784,28.7259,1
78.2935,27.8462,1
76.4472,29.0681,0
76.7507,29.1056,0
77.4989,27.7415,1
76.7068,28.6114,1
77.9712,28.8355,1
76.6887,28.5874,1
76.9385,28.2039,1
76.9587,28.4385,0
76.2321,29.0897,0
76.3644,27.972,1
76.5502,28.7831,1
77.0477,28.0815,0
76.8209,29.6639,1
77.651,28.4411,1
77.4491,29.0269,0
77.5206,29.3382,1
76.6749,29.3764,0
76.5261,28.8461,1
77.2988,28.9262,1
76.9221,28.0771,0
76.9681,29.1044,1
77.1067,28.8983,1
76.8355,29.1485,0
76.8232,29.653,1
77.1136,29.3792,1
78.0358,29.3117,0
77.9675,29.2429,0
76.6502,28.7477,0
77.8298,27.8723,0
77.156,29.2846,1
77.6174,28.3551,1
76.1702,29.126,1
77.7659,29.6669,0
76.8986,27.8212,1
77.9133,27.9976,1
76.8325,28.9678,0
77.2515,28.5907,0
78.0341,28.2712,1
77.3902,28.7541,1
76.7279,27.9246,0
77.5495,28.8203,0
77.1946,28.8273,0
77.8535,27.8839,1
