71.72642,23.796598,7,3
76.823403,21.08786,2,7
72.292195,18.976299,5,6
74.996148,21.403406,2,7
70.759162,21.497266,8,9
68.452866,22.652114,5,6
67.842265,14.02722,7,9
70.843315,15.928419,0,8
76.215693,16.825403,8,3
71.804012,19.308045,4,4
73.978985,18.799539,7,6
76.326213,19.015207,2,1
75.128202,15.285629,8,0
73.37351,16.25488,4,3
69.013661,15.975568,2,3
76.938486,15.946772,5,7
73.548264,15.979403,1,0
71.762651,16.918133,4,2
67.945374,18.561063,3,0
70.65009,19.311514,0,2
77.272686,16.85082,0,0
76.724528,23.824658,2,9
72.651009,21.62721,7,7
68.71452,23.277377,7,5
75.950775,14.576776,6,7
75.079961,18.467935,0,6
69.622935,17.895983,1,4
72.261125,20.179499,3,1
74.079897,14.294931,5,6
77.536153,20.584754,5,7
73.805656,19.218408,1,6
73.375775,22.512239,3,6
74.062219,15.179929,6,6
72.29765,21.78865,9,1
73.349857,18.472754,6,0
72.484733,23.081237,9,2
72.383993,21.289244,8,0
75.562082,15.225187,9,0
70.244544,15.935134,3,1
69.211764,15.058261,9,6
68.155509,17.045069,1,7
75.457519,15.17439,1,8
77.18429,18.506511,0,2
74.160693,17.18788,2,1
71.639882,22.546148,5,9
71.060762,19.544097,0,4
68.80463,17.557069,6,6
71.401041,17.954012,8,9
71.847777,19.185174,1,1
74.040399,22.420488,0,4
69.615511,15.207546,5,7
68.034429,18.432748,4,8
77.137039,17.52456,9,4
76.362106,21.497222,6,0
76.104451,19.165687,2,7
73.235942,15.370689,8,4
76.956857,16.548515,7,9
73.496736,14.573098,3,5
71.178656,23.129268,3,8
74.873933,17.148737,3,3
77.661959,22.406901,8,4
70.832598,16.821519,6,2
68.596816,21.179454,8,3
71.241498,15.243953,5,8
68.622109,20.022023,9,2
73.862393,21.527807,3,6
73.081923,22.315598,0,0
70.914226,19.017889,4,9
68.714734,15.023834,6,8
77.010413,19.16374,9,8
74.821193,22.910062,9,3
72.29034,14.467911,0,3
74.73585,14.492845,4,6
72.464113,16.933058,5,9
75.176263,18.715238,2,1
70.068294,14.728673,6,4
69.199287,16.15895,0,6
74.606955,20.914598,5,4
76.600852,19.404476,4,1
71.128684,18.065936,2,6
69.096678,22.892025,2,3
77.632211,22.660837,1,1
67.967216,19.146585,3,7
69.553746,19.24779,4,2
73.708731,18.412825,3,7
76.124965,14.290461,1,4
69.041292,20.585769,0,7
73.003285,21.765142,8,8
74.590908,21.771482,9,6
72.254563,18.71516,7,4
74.459642,18.180643,4,6
72.88291,14.957368,7,5
76.59343,23.905558,9,9
76.95519,19.393222,8,6
74.294607,16.308746,7,4
68.726999,20.054532,8,3
71.229748,15.997228,4,6
68.071927,17.245242,5,0
74.482703,21.913564,6,0
69.909529,15.605531,7,1
71.694704,21.408149,7,6
68.005469,15.685253,4,8
77.091152,21.533363,4,1
69.758332,14.229936,7,6
69.715347,16.862829,7,1
68.568639,18.468197,8,8
73.717514,21.306673,0,0
74.927025,14.978355,6,4
76.622507,20.95065,8,4
69.362368,20.104838,4,6
71.747844,15.995358,8,7
74.98763,23.21722,2,7
74.871651,20.443761,0,0
75.20578,15.034856,2,4
74.229543,19.803906,6,8
71.535814,20.70901,0,0
68.451924,22.981487,1,3
73.556896,16.14853,2,3
69.731148,18.739205,9,1
68.375473,16.599956,7,3
68.406097,20.297245,5,0
77.331408,16.642727,9,5
68.944053,18.8618,5,8
73.619093,17.860656,7,7
77.128723,15.972787,9,9
71.036553,18.377977,8,7
69.851977,23.347228,2,4
68.80492,15.454113,1,4
75.494605,14.411108,0,7
72.568715,20.955983,6,1
75.688033,17.00002,1,5
73.973147,23.785146,9,8
76.027475,22.76604,3,3
77.421044,18.214851,0,2
77.599411,18.643316,3,4
71.24751,15.431573,1,0
74.120338,18.97771,3,0
72.223642,15.125873,2,2
70.312602,15.797434,1,7
70.566072,15.087363,1,6
71.246294,18.155255,3,6
73.904043,19.173364,4,3
76.952231,16.493427,1,1
70.304328,17.626353,6,6
69.26791,19.238221,8,1
73.160963,19.612758,2,2
75.422714,15.446521,4,5
76.817626,21.417082,0,2
68.584186,18.979719,5,1
70.970236,14.976421,5,5
74.792688,19.026363,1,8
75.932448,17.181482,0,4
77.564231,15.434691,8,4
77.39536,14.029064,3,9
76.850429,20.031927,2,5
76.166081,20.229864,5,9
74.65756,18.977233,7,6
77.194181,18.93628,3,8
73.788309,23.428953,8,8
75.745782,22.532249,5,4
75.146332,21.250331,0,7
76.776758,16.857383,6,2
75.573418,20.204883,3,1
72.443955,16.194174,4,8
76.541478,20.814999,8,2
73.189167,16.889937,9,1
70.783723,17.170978,9,5
73.53809,21.439219,4,2
74.314836,22.652646,2,7
74.099594,16.245913,9,7
70.516841,15.099801,4,4
76.564774,18.580799,8,4
69.289478,21.421934,3,0
68.63091,22.338691,1,1
70.17809,23.938688,7,9
72.295153,17.316909,3,3
73.971431,18.034376,4,8
76.343895,22.741618,7,9
72.527339,22.729248,1,9
74.717612,17.454943,6,5
68.657949,15.618693,0,0
75.943394,18.983954,4,8
76.73354,23.936093,8,0
69.111498,21.408915,1,6
74.476878,16.368185,0,1
74.484604,17.821969,7,9
72.383097,15.408382,2,8
76.549679,19.432471,3,3
69.579479,17.70827,6,2
74.175688,15.886417,2,7
69.419126,14.78021,0,5
67.894869,23.97381,6,3
77.180538,16.56729,8,6
75.85067,21.867973,9,2
74.18506,18.807633,6,3
69.711255,16.977714,6,2
76.824943,16.169069,5,6
72.26696,14.20196,2,3
70.30715,22.725745,0,2
70.086185,17.599729,3,6
76.959852,17.068174,0,1
